LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
LN000243,29,89612,166984,593,81,16,16.4,60,0.3778,Master's,Self-employed,Married,No,Yes,Business,No,0
LN000244,36,24918,109770,828,77,7,7.4,120,0.4432,Bachelor's,Part-time,Divorced,Yes,Yes,Home,Yes,0
LN000245,48,57645,201903,492,51,9,18.17,120,0.3556,Master's,Full-time,Divorced,Yes,Yes,Home,No,1
LN000246,41,6411,20740,702,2,7,10.73,12,0.99,Bachelor's,Unemployed,Single,Yes,No,Home,No,1
LN000247,36,58262,218643,552,3,14,20.0,48,0.9538,Bachelor's,Self-employed,Divorced,Yes,No,Home,No,0
LN000248,35,65051,54731,625,100,2,13.15,360,0.0284,Bachelor's,Full-time,Married,No,Yes,Auto,No,0
LN000249,38,25391,10767,695,82,6,8.06,240,0.0213,Bachelor's,Part-time,Married,No,Yes,Personal,No,0
LN000250,21,37973,25908,591,59,5,16.0,240,0.0346,Bachelor's,Full-time,Single,Yes,No,Education,Yes,0
LN000251,36,104405,191941,630,45,7,15.58,120,0.1862,Master's,Self-employed,Married,Yes,Yes,Business,No,0
LN000252,50,30370,120349,618,37,16,13.88,24,0.99,High School,Full-time,Single,No,No,Home,No,0
LN000253,29,141481,72922,461,56,9,20.43,60,0.1048,PhD,Self-employed,Married,Yes,No,Education,No,1
LN000254,37,13592,6780,686,58,3,12.53,36,0.168,High School,Part-time,Single,No,No,Auto,Yes,0
LN000255,50,15821,5753,502,0,1,17.73,120,0.0369,PhD,Unemployed,Single,No,No,Personal,No,1
LN000256,59,37469,23339,718,14,11,10.85,180,0.0419,High School,Full-time,Married,No,Yes,Auto,Yes,0
LN000257,18,32783,33129,721,1,0,9.84,180,0.0679,Bachelor's,Part-time,Married,No,Yes,Auto,No,0
LN000258,33,72823,308172,662,107,6,11.8,240,0.2137,PhD,Full-time,Divorced,No,No,Home,No,0
LN000259,27,45280,34912,569,72,9,16.61,12,0.7817,Bachelor's,Full-time,Divorced,Yes,Yes,Education,No,0
LN000260,30,3806,4977,347,0,11,27.03,180,0.0891,High School,Unemployed,Married,No,No,Business,No,1
LN000261,52,54574,55321,500,139,5,16.87,360,0.0343,Bachelor's,Full-time,Married,No,Yes,Auto,No,0
LN000262,38,35539,11821,812,53,17,7.07,48,0.0836,Bachelor's,Part-time,Single,Yes,No,Education,No,0
LN000263,37,55185,55481,713,43,5,9.21,60,0.2026,Bachelor's,Full-time,Single,No,No,Auto,No,0
LN000264,27,6980,20962,607,3,9,13.29,60,0.6073,Bachelor's,Unemployed,Married,No,Yes,Home,No,0
LN000265,51,51338,24001,774,51,18,7.53,360,0.0157,Master's,Part-time,Married,No,No,Personal,No,0
LN000266,30,33356,11404,779,69,10,5.98,24,0.1718,High School,Full-time,Married,No,No,Personal,No,0
LN000267,35,71956,24255,619,78,10,13.83,24,0.1705,Bachelor's,Self-employed,Married,No,No,Personal,No,0
LN000268,42,17323,50584,656,88,15,9.65,24,0.99,High School,Part-time,Married,Yes,No,Home,Yes,0
LN000269,33,20782,79298,807,91,15,8.97,180,0.2563,Bachelor's,Part-time,Single,No,No,Home,No,0
LN000270,39,51589,150827,813,192,9,6.54,60,0.5879,Bachelor's,Full-time,Married,Yes,Yes,Home,No,0
LN000271,35,99120,27992,334,103,5,27.42,60,0.0578,PhD,Full-time,Single,No,Yes,Personal,No,1
LN000272,35,68596,56773,336,33,11,27.78,60,0.1694,Bachelor's,Full-time,Married,No,Yes,Auto,No,1
LN000273,23,75348,54748,497,22,16,19.44,60,0.1477,Master's,Full-time,Married,No,No,Auto,No,0
LN000274,35,32167,18465,310,93,16,27.57,24,0.2936,High School,Full-time,Married,No,Yes,Auto,Yes,0
LN000275,64,7567,1404,689,3,6,11.45,60,0.0375,Bachelor's,Unemployed,Divorced,No,No,Personal,No,0
LN000276,33,10124,39755,818,1,6,5.94,36,0.99,Master's,Unemployed,Married,No,No,Home,No,0
LN000277,32,42288,18845,568,52,13,16.75,180,0.0301,Bachelor's,Full-time,Married,Yes,No,Personal,No,0
LN000278,39,25998,23365,791,44,13,7.87,48,0.2262,Bachelor's,Part-time,Single,No,Yes,Auto,No,0
LN000279,38,24010,7579,693,62,18,13.64,48,0.0798,High School,Self-employed,Single,No,No,Personal,No,0
LN000280,27,86752,138619,785,1,19,8.25,180,0.1073,Master's,Full-time,Married,Yes,No,Business,No,0
LN000281,30,22339,65290,591,98,0,16.22,48,0.7405,High School,Full-time,Single,No,Yes,Home,No,1
LN000282,29,34918,164854,525,44,6,19.78,60,0.9598,High School,Full-time,Single,No,No,Home,No,1
LN000283,37,31103,9203,384,60,5,23.45,240,0.0151,Bachelor's,Part-time,Married,No,Yes,Personal,Yes,1
LN000284,21,46763,45358,647,46,5,11.64,12,0.9794,High School,Self-employed,Divorced,Yes,Yes,Business,No,1
LN000285,41,14957,22215,716,1,6,9.51,180,0.0998,High School,Part-time,Single,No,Yes,Business,No,0
LN000286,33,14086,20444,644,116,14,14.2,24,0.7343,High School,Part-time,Single,No,Yes,Business,No,0
LN000287,38,83217,75126,779,102,11,6.56,48,0.2269,Master's,Full-time,Married,Yes,No,Auto,Yes,0
LN000288,36,27479,26743,629,1,7,13.55,180,0.0656,High School,Full-time,Married,No,No,Auto,No,1
LN000289,38,57399,42208,776,115,4,5.23,180,0.0492,Bachelor's,Full-time,Single,No,No,Auto,Yes,0
LN000290,23,17657,78632,716,105,11,8.32,48,0.99,High School,Part-time,Single,No,No,Home,No,0
LN000291,46,33149,40469,803,139,5,5.96,24,0.6134,Bachelor's,Part-time,Single,No,Yes,Business,No,0
LN000292,40,39065,21577,571,1,11,16.38,180,0.0373,High School,Self-employed,Single,Yes,Yes,Education,No,0
LN000293,26,4541,1635,432,1,5,21.67,36,0.1222,High School,Unemployed,Married,No,Yes,Personal,No,1
LN000294,28,22514,104951,620,116,19,13.71,60,0.943,High School,Full-time,Married,Yes,No,Home,Yes,0
LN000295,18,28505,123238,622,84,1,14.15,240,0.2187,Bachelor's,Part-time,Single,No,Yes,Home,No,1
LN000296,34,68055,70316,533,71,12,18.5,60,0.2098,Master's,Self-employed,Married,Yes,No,Auto,No,0
LN000297,34,71389,28362,691,43,9,12.05,120,0.0401,Bachelor's,Self-employed,Married,Yes,No,Personal,No,0
LN000298,42,35294,31412,724,79,10,9.1,60,0.1794,High School,Self-employed,Married,No,Yes,Auto,No,1
LN000299,18,28724,42237,724,81,17,10.53,240,0.0742,High School,Full-time,Married,No,Yes,Business,Yes,0
LN000300,18,35645,31753,606,70,16,13.94,24,0.4506,High School,Self-employed,Single,Yes,Yes,Auto,Yes,1
LN000301,48,39628,36707,502,68,11,20.19,48,0.2355,High School,Self-employed,Single,No,Yes,Auto,No,0
LN000302,47,53215,130579,659,28,9,12.09,240,0.1239,Master's,Part-time,Single,No,No,Business,No,0
LN000303,39,66021,144170,583,65,2,14.33,36,0.7366,Master's,Full-time,Married,No,No,Home,Yes,0
LN000304,21,77681,14777,731,77,5,9.07,60,0.0383,Master's,Full-time,Single,Yes,No,Personal,Yes,0
LN000305,35,40727,99355,763,50,3,7.8,36,0.8185,High School,Self-employed,Married,No,Yes,Home,No,0
LN000306,58,109084,150065,594,48,11,16.13,12,0.99,Master's,Full-time,Single,Yes,Yes,Business,No,0
LN000307,39,29560,16687,692,1,3,11.65,24,0.285,High School,Full-time,Single,Yes,Yes,Auto,No,0
LN000308,33,20383,7204,564,102,3,14.86,60,0.0716,Bachelor's,Part-time,Single,No,No,Personal,No,1
LN000309,31,34119,20305,598,37,16,14.46,36,0.2008,High School,Full-time,Married,No,Yes,Education,No,0
LN000310,19,62587,73226,556,64,2,16.91,120,0.1186,Bachelor's,Full-time,Married,No,Yes,Business,No,0
LN000311,40,3941,3852,697,1,17,12.58,60,0.1975,High School,Unemployed,Married,Yes,No,Business,No,1
LN000312,64,3826,6960,695,2,10,13.11,12,0.99,High School,Unemployed,Divorced,No,No,Business,No,1
LN000313,30,28476,16490,714,106,15,9.93,12,0.5839,Master's,Part-time,Divorced,No,No,Auto,Yes,0
LN000314,34,7242,4174,693,0,11,8.76,180,0.0387,Bachelor's,Unemployed,Divorced,No,Yes,Education,No,0
LN000315,44,75344,72667,590,152,0,15.42,60,0.1954,Master's,Full-time,Married,No,No,Auto,No,0
LN000316,21,57517,71922,760,97,11,8.95,12,0.99,Bachelor's,Full-time,Married,Yes,No,Business,No,0
LN000317,44,29850,12489,797,7,14,8.48,60,0.0843,Bachelor's,Part-time,Single,No,No,Personal,No,0
LN000318,38,33118,14773,524,155,9,17.53,48,0.1131,Bachelor's,Part-time,Divorced,No,Yes,Personal,No,0
LN000319,23,30412,9464,569,85,18,18.21,12,0.3159,Bachelor's,Part-time,Married,No,Yes,Personal,No,0
LN000320,38,38483,64433,483,49,7,20.59,360,0.0568,Master's,Part-time,Single,No,Yes,Business,Yes,1
LN000321,57,41972,61618,576,83,3,14.46,120,0.1486,High School,Self-employed,Single,No,Yes,Business,No,0
LN000322,32,34901,18046,699,57,0,9.86,60,0.1043,Bachelor's,Part-time,Single,No,Yes,Personal,No,0
LN000323,21,72895,64571,840,61,8,4.97,60,0.1779,Master's,Full-time,Married,No,No,Auto,No,0
LN000324,46,6145,9420,817,0,18,7.0,180,0.1028,Bachelor's,Unemployed,Divorced,No,Yes,Business,Yes,0
LN000325,27,46214,33206,791,130,19,5.84,36,0.2407,Master's,Part-time,Married,No,Yes,Auto,No,0
LN000326,49,71534,129491,688,28,2,11.98,60,0.3657,Bachelor's,Full-time,Married,No,No,Business,Yes,0
LN000327,34,49119,18383,738,16,10,8.19,60,0.0754,PhD,Part-time,Married,No,Yes,Personal,No,0
LN000328,52,39906,144324,757,102,8,9.88,36,0.99,Bachelor's,Full-time,Single,No,No,Home,No,0
LN000329,36,37414,28283,648,108,15,13.17,120,0.0764,High School,Full-time,Married,No,No,Auto,No,0
LN000330,29,67549,76178,693,63,5,10.54,120,0.1138,Bachelor's,Full-time,Married,No,No,Business,No,0
LN000331,40,42675,16046,688,72,9,9.79,60,0.0758,Bachelor's,Self-employed,Married,Yes,Yes,Personal,Yes,0
LN000332,35,69293,60698,676,4,14,11.48,180,0.059,Bachelor's,Full-time,Single,No,Yes,Auto,No,0
LN000333,25,21342,3749,694,63,19,12.04,240,0.01,Bachelor's,Part-time,Single,No,No,Personal,No,0
LN000334,36,42985,13170,631,33,11,14.29,60,0.062,Bachelor's,Part-time,Divorced,Yes,Yes,Personal,No,0
LN000335,24,66104,32317,685,132,5,11.07,36,0.1645,Bachelor's,Full-time,Married,Yes,Yes,Personal,No,0
LN000336,20,34295,122229,719,39,3,9.62,60,0.7185,High School,Full-time,Single,No,Yes,Home,No,0
LN000337,39,27000,24842,603,38,4,14.08,360,0.031,Bachelor's,Part-time,Married,Yes,Yes,Auto,No,1
LN000338,38,24301,28173,729,140,2,10.62,36,0.3899,High School,Full-time,Married,No,No,Business,Yes,0
LN000339,54,140256,434869,819,38,2,4.14,240,0.1556,PhD,Full-time,Single,Yes,No,Home,Yes,0
LN000340,26,26643,17850,782,56,16,7.39,180,0.0449,High School,Full-time,Single,Yes,No,Education,Yes,0
LN000341,37,56457,83000,513,24,7,19.46,36,0.498,Bachelor's,Full-time,Married,Yes,No,Business,Yes,0
LN000342,26,29634,107956,572,82,9,15.73,360,0.123,High School,Full-time,Married,No,No,Home,No,0
LN000343,47,44838,34067,697,62,5,11.06,36,0.2556,Bachelor's,Full-time,Single,No,No,Auto,No,0
LN000344,46,35834,17025,589,34,12,15.37,48,0.1203,High School,Self-employed,Married,No,No,Personal,Yes,0
LN000345,41,77529,275201,745,102,15,9.27,180,0.2385,Master's,Full-time,Married,Yes,Yes,Home,No,1
LN000346,59,36463,16468,830,79,17,4.41,60,0.0907,High School,Full-time,Single,No,No,Personal,No,0
LN000347,53,12747,21098,800,3,2,6.53,360,0.0555,High School,Part-time,Single,Yes,No,Business,No,0
LN000348,32,138031,105949,759,160,3,6.47,120,0.0772,PhD,Self-employed,Married,Yes,Yes,Auto,Yes,0
LN000349,45,136592,411399,846,40,19,5.88,120,0.3027,PhD,Self-employed,Married,No,No,Home,Yes,0
LN000350,34,51709,33287,791,136,14,4.95,120,0.0646,Bachelor's,Full-time,Single,Yes,No,Education,Yes,0
LN000351,38,84759,441902,347,71,11,25.67,48,0.99,Bachelor's,Self-employed,Divorced,Yes,Yes,Home,Yes,1
LN000352,26,79934,57933,410,81,13,23.66,120,0.0739,Master's,Full-time,Divorced,Yes,Yes,Auto,No,0
LN000353,37,56070,16383,763,48,12,8.19,48,0.0735,Bachelor's,Full-time,Married,No,No,Personal,No,0
LN000354,56,4177,1849,574,1,14,17.35,240,0.0225,High School,Unemployed,Married,No,No,Personal,No,1
LN000355,29,35407,21289,693,45,5,10.46,360,0.0202,High School,Self-employed,Married,Yes,Yes,Education,No,0
LN000356,20,115511,102397,686,9,19,8.69,360,0.0298,PhD,Full-time,Married,Yes,Yes,Auto,No,1
LN000357,33,64434,54348,525,27,0,16.54,360,0.0285,Bachelor's,Self-employed,Married,Yes,No,Auto,No,1
LN000358,37,54905,75848,572,23,16,16.18,12,0.99,Bachelor's,Full-time,Single,Yes,No,Business,No,0
LN000359,39,59187,198672,734,87,5,10.19,48,0.8463,PhD,Part-time,Married,No,No,Home,No,0
LN000360,30,51839,83005,785,1,11,8.61,36,0.5376,Bachelor's,Self-employed,Married,No,No,Business,No,0
LN000361,32,129066,61961,727,1,7,8.85,360,0.0161,PhD,Full-time,Single,No,Yes,Personal,No,0
LN000362,57,70934,283851,581,87,15,16.65,120,0.4057,Bachelor's,Self-employed,Married,No,Yes,Home,No,0
LN000363,44,20043,16835,585,41,6,15.38,120,0.0851,Bachelor's,Part-time,Married,Yes,Yes,Auto,Yes,1
LN000364,38,124409,121749,678,36,4,10.56,48,0.2468,PhD,Self-employed,Single,Yes,No,Auto,No,0
LN000365,33,33091,96252,529,26,2,19.03,180,0.197,High School,Full-time,Married,No,Yes,Home,No,0
LN000366,18,124214,688010,842,95,7,5.4,240,0.2782,Master's,Self-employed,Married,No,No,Home,Yes,0
LN000367,59,34375,76305,612,52,3,13.97,360,0.0749,High School,Self-employed,Married,Yes,No,Home,Yes,0
LN000368,30,61392,37596,645,59,3,13.27,36,0.2064,Bachelor's,Self-employed,Married,No,Yes,Education,No,0
LN000369,32,30604,18308,696,1,6,10.37,60,0.1207,High School,Full-time,Married,No,No,Education,No,0
LN000370,57,34973,141508,542,97,19,16.69,36,0.99,High School,Full-time,Married,No,No,Home,No,0
LN000371,46,19550,76287,807,94,12,5.63,60,0.7841,High School,Full-time,Married,Yes,No,Home,No,0
LN000372,43,26486,10577,743,129,14,8.63,240,0.0201,Bachelor's,Part-time,Divorced,No,No,Personal,No,0
LN000373,20,74391,33976,768,39,12,5.5,60,0.0918,Bachelor's,Self-employed,Single,Yes,Yes,Education,No,0
LN000374,41,56420,21893,743,67,12,8.81,240,0.0195,Bachelor's,Full-time,Married,No,Yes,Personal,No,0
LN000375,30,4504,6932,654,0,12,12.53,60,0.311,High School,Unemployed,Married,Yes,No,Business,No,0
LN000376,61,147957,30298,663,44,18,14.08,360,0.01,PhD,Full-time,Divorced,No,Yes,Personal,No,1
LN000377,39,32880,24442,797,89,5,5.85,60,0.1494,High School,Full-time,Married,No,Yes,Auto,Yes,0
LN000378,47,29650,14670,684,51,2,9.63,120,0.0499,Bachelor's,Part-time,Single,No,Yes,Education,No,0
LN000379,38,38699,40532,581,64,12,17.48,12,0.99,Master's,Part-time,Single,No,Yes,Business,No,0
LN000380,52,110189,331825,790,101,4,6.46,36,0.99,PhD,Full-time,Single,No,No,Home,No,0
LN000381,40,91574,22989,301,42,1,27.79,120,0.0257,Master's,Full-time,Married,No,Yes,Personal,No,1
LN000382,24,26656,90201,753,88,10,8.68,180,0.2272,High School,Self-employed,Married,Yes,Yes,Home,No,0
LN000383,18,54545,77780,543,8,0,17.09,360,0.0482,Bachelor's,Full-time,Married,No,Yes,Business,No,0
LN000384,39,59385,46286,668,73,19,12.97,60,0.1576,Bachelor's,Self-employed,Single,No,No,Auto,No,0
LN000385,28,7482,43710,750,0,18,9.13,36,0.99,Master's,Unemployed,Single,Yes,No,Home,Yes,0
LN000386,60,6324,1819,664,3,14,12.72,120,0.0291,Bachelor's,Unemployed,Single,No,No,Personal,No,0
LN000387,49,40115,32708,704,51,11,10.74,240,0.0411,Bachelor's,Full-time,Married,No,Yes,Auto,Yes,0
LN000388,39,107993,37639,521,120,12,18.21,360,0.0118,Master's,Self-employed,Single,Yes,Yes,Personal,No,1
LN000389,50,107569,306467,508,42,8,22.51,240,0.1451,Master's,Self-employed,Single,Yes,No,Home,No,1
LN000390,30,18869,81316,722,75,1,9.24,240,0.2171,High School,Part-time,Married,No,Yes,Home,Yes,1
LN000391,18,5583,10301,690,1,1,9.66,36,0.62,High School,Unemployed,Single,No,No,Business,Yes,0
LN000392,30,38919,31182,845,21,15,3.65,120,0.0804,High School,Full-time,Divorced,No,Yes,Auto,No,0
LN000393,41,38851,91743,509,1,0,19.14,60,0.4798,Bachelor's,Part-time,Single,Yes,Yes,Home,No,0
LN000394,18,15179,6199,793,78,8,6.17,36,0.1368,High School,Part-time,Single,No,Yes,Personal,Yes,0
LN000395,36,24572,102604,801,48,2,5.18,60,0.8387,High School,Full-time,Married,No,No,Home,No,0
LN000396,45,43241,32289,617,11,18,13.69,120,0.0755,Bachelor's,Full-time,Married,Yes,Yes,Auto,Yes,0
LN000397,24,36297,19078,711,79,13,10.5,180,0.0353,High School,Full-time,Single,Yes,No,Personal,No,0
LN000398,39,30808,43884,658,99,2,15.18,360,0.0481,High School,Full-time,Single,No,No,Business,Yes,0
LN000399,45,7487,2889,721,3,15,8.46,240,0.0194,Bachelor's,Unemployed,Divorced,Yes,Yes,Personal,No,0
LN000400,35,47893,139615,784,61,12,7.61,48,0.7334,Bachelor's,Full-time,Divorced,No,No,Home,No,0
LN000401,61,65055,33466,366,63,2,26.5,180,0.0351,Bachelor's,Self-employed,Single,Yes,No,Education,No,0
LN000402,27,125649,639154,487,1,15,20.53,240,0.2587,PhD,Self-employed,Married,No,Yes,Home,Yes,1
LN000403,41,3983,16946,781,3,2,6.98,36,0.99,High School,Unemployed,Married,Yes,No,Home,No,1
LN000404,36,35127,97206,513,34,10,17.7,240,0.1404,High School,Full-time,Married,No,Yes,Home,No,0
LN000405,41,27316,28685,565,2,1,17.07,240,0.0533,High School,Full-time,Married,No,Yes,Business,No,0
LN000406,33,27090,15156,434,1,17,22.65,36,0.19,High School,Self-employed,Single,Yes,No,Personal,No,0
LN000407,47,29721,97137,739,15,11,9.0,180,0.2195,High School,Self-employed,Single,No,No,Home,Yes,0
LN000408,46,50523,118342,746,78,10,6.6,60,0.471,Bachelor's,Full-time,Married,No,No,Home,Yes,0
LN000409,22,110452,70398,584,27,9,16.18,240,0.0323,Master's,Self-employed,Married,No,No,Auto,No,0
LN000410,28,12853,5572,428,98,0,21.63,36,0.1471,High School,Part-time,Single,Yes,No,Personal,No,1
LN000411,26,65542,87032,673,1,9,12.9,360,0.0447,Master's,Full-time,Married,Yes,Yes,Business,No,0
LN000412,40,47696,27303,821,32,16,7.42,360,0.0192,Bachelor's,Full-time,Married,Yes,Yes,Education,No,0
LN000413,41,49368,16862,704,122,13,10.73,36,0.1149,Bachelor's,Self-employed,Divorced,No,No,Personal,No,0
LN000414,49,76291,27206,753,63,1,7.81,120,0.0359,Master's,Full-time,Married,No,No,Personal,No,0
LN000415,49,76829,116321,578,25,7,15.9,120,0.1534,Master's,Self-employed,Single,No,No,Business,No,0
LN000416,44,18512,7034,696,28,19,10.43,48,0.0958,High School,Part-time,Single,No,Yes,Education,No,0
LN000417,41,24681,41140,501,110,2,18.4,12,0.99,High School,Part-time,Married,Yes,No,Business,Yes,0
LN000418,42,79640,32894,685,73,7,10.7,48,0.1042,Master's,Self-employed,Married,No,No,Education,No,0
LN000419,52,49922,12567,565,140,6,16.63,60,0.051,Bachelor's,Full-time,Married,No,No,Personal,No,1
LN000420,23,57288,25466,491,28,14,19.74,60,0.0904,Bachelor's,Full-time,Single,No,Yes,Personal,No,1
LN000421,31,94266,35648,773,110,5,7.3,240,0.019,Master's,Self-employed,Married,Yes,No,Personal,No,0
LN000422,22,30541,44617,769,96,9,7.24,360,0.049,Bachelor's,Part-time,Married,Yes,Yes,Business,No,0
LN000423,71,56443,240296,712,37,14,12.13,36,0.99,Bachelor's,Full-time,Married,Yes,No,Home,No,0
LN000424,42,4109,6852,537,0,12,20.35,60,0.3392,High School,Unemployed,Single,Yes,Yes,Business,Yes,0
LN000425,31,24908,20782,632,44,14,12.6,120,0.0843,High School,Full-time,Divorced,Yes,No,Auto,No,0
LN000426,18,6397,6090,690,0,5,10.95,36,0.3202,Bachelor's,Unemployed,Single,No,No,Auto,No,0
LN000427,24,22863,37551,707,67,11,9.84,12,0.99,High School,Part-time,Divorced,Yes,No,Business,No,1
LN000428,32,3000,5339,419,2,12,24.27,24,0.9078,High School,Unemployed,Single,No,No,Business,No,1
LN000429,53,57056,55803,819,21,1,5.42,36,0.3275,Master's,Full-time,Single,Yes,No,Business,No,0
LN000430,54,40211,27114,810,49,16,5.21,36,0.2257,High School,Self-employed,Married,Yes,Yes,Education,No,0
LN000431,51,8516,7785,656,1,7,11.77,24,0.4616,Master's,Unemployed,Married,No,No,Auto,Yes,1
LN000432,36,27932,93263,537,33,18,17.16,36,0.99,High School,Full-time,Married,No,No,Home,No,0
LN000433,27,55056,32345,772,83,13,8.01,180,0.0394,Bachelor's,Full-time,Single,No,No,Education,No,0
LN000434,57,61347,54211,717,40,5,9.52,360,0.0297,Bachelor's,Full-time,Married,No,Yes,Auto,Yes,0
LN000435,45,143135,36027,459,96,11,19.49,120,0.0256,PhD,Self-employed,Divorced,No,No,Personal,No,0
LN000436,37,94839,67117,770,1,17,9.2,360,0.0238,PhD,Full-time,Married,Yes,No,Auto,No,0
LN000437,34,59835,59647,824,31,3,3.93,180,0.0667,Bachelor's,Full-time,Divorced,No,No,Auto,Yes,0
LN000438,48,47447,63139,569,65,11,13.75,120,0.1346,Bachelor's,Full-time,Single,No,No,Business,No,0
LN000439,29,63293,38408,724,118,19,9.81,360,0.0204,Bachelor's,Full-time,Married,No,Yes,Auto,No,0
LN000440,30,8462,10046,763,1,17,7.19,120,0.1194,Master's,Unemployed,Single,Yes,No,Business,No,0
LN000441,33,3272,2825,316,3,7,28.34,120,0.0884,High School,Unemployed,Married,No,Yes,Education,Yes,1
LN000442,54,23065,18693,574,111,18,17.8,360,0.0274,High School,Full-time,Single,No,Yes,Auto,No,0
LN000443,38,34496,43664,746,45,17,8.4,240,0.0637,Bachelor's,Part-time,Single,Yes,Yes,Business,No,0
LN000444,46,28472,11091,614,73,16,13.93,180,0.0263,High School,Self-employed,Married,No,Yes,Personal,No,0
LN000445,56,51883,41709,313,93,11,27.01,12,0.822,Bachelor's,Full-time,Married,Yes,Yes,Education,No,1
LN000446,31,98704,49854,593,66,9,15.81,48,0.1279,Master's,Full-time,Married,Yes,No,Education,Yes,0
LN000447,28,6321,15339,756,2,3,9.58,120,0.2446,Bachelor's,Unemployed,Married,Yes,No,Home,Yes,0
LN000448,20,79404,56953,660,41,2,12.64,240,0.0362,Bachelor's,Full-time,Single,Yes,No,Auto,Yes,0
LN000449,21,68508,29271,517,94,5,17.13,36,0.1445,Bachelor's,Full-time,Single,No,No,Education,No,0
LN000450,49,15865,22937,513,100,8,16.18,24,0.7326,High School,Part-time,Divorced,No,Yes,Business,No,1
LN000451,43,39995,155861,563,80,10,17.4,12,0.99,Master's,Part-time,Married,No,No,Home,Yes,0
LN000452,55,46142,92869,510,79,5,21.56,60,0.4098,Master's,Part-time,Married,No,No,Business,No,0
LN000453,31,30517,21189,681,103,0,12.36,180,0.0468,Bachelor's,Part-time,Married,Yes,No,Education,No,0
LN000454,21,79825,206870,493,66,3,18.35,36,0.8771,Master's,Full-time,Married,No,Yes,Home,No,1
LN000455,26,63904,41268,760,84,16,7.94,240,0.0325,Master's,Full-time,Single,Yes,No,Education,No,0
LN000456,47,59891,186061,661,95,18,10.15,24,0.99,Bachelor's,Full-time,Married,Yes,No,Home,No,0
LN000457,30,37155,54341,606,85,10,14.71,36,0.4935,Bachelor's,Full-time,Single,No,No,Business,No,0
LN000458,29,40735,49288,695,87,2,11.94,240,0.0611,High School,Self-employed,Divorced,No,No,Business,No,0
LN000459,25,122177,38902,695,78,0,8.54,36,0.1069,PhD,Full-time,Single,No,No,Personal,No,0
